"first_name","last_name","title","birth_date","to_date","from_date"
"Jeanna","Bratten","Engineer","1965-01-10","9999-01-01","1990-07-26"
"Valery","Babb","Senior Engineer","1965-01-11","9999-01-01","1998-10-19"
"Zengping","Kakkar","Senior Engineer","1965-01-12","9999-01-01","1988-07-22"
"Anestis","Setlzner","Engineer","1965-01-09","9999-01-01","1985-07-13"
"Eberhardt","Spelt","Staff","1965-01-31","9999-01-01","1997-07-05"
"Manu","Junet","Staff","1965-01-13","9999-01-01","1991-04-20"
"Basem","Beausoleil","Engineer","1965-01-16","9999-01-01","1998-03-16"
"Morris","Fargier","Staff","1965-01-02","9999-01-01","1988-06-29"
"Yechezkel","Yurov","Senior Engineer","1965-01-26","9999-01-01","2001-11-16"
"Georgi","Portugali","Technique Leader","1965-01-25","9999-01-01","1987-09-27"
"Marek","Tomescu","Senior Engineer","1965-01-09","9999-01-01","1995-05-15"
"Parviz","Picco","Engineer","1965-01-25","9999-01-01","1995-04-16"
"Malu","Ossenbruggen","Senior Staff","1965-02-01","9999-01-01","1986-11-21"
"Alexius","Crouzet","Staff","1965-01-24","9999-01-01","1999-10-05"
"Tommaso","Raczkowsky","Staff","1965-01-25","9999-01-01","1996-08-29"
"Fei","Erez","Engineer","1965-02-01","9999-01-01","1988-04-02"
"Shridhar","Chleq","Engineer","1965-01-01","9999-01-01","1986-03-22"
"Geoffrey","Ladret","Engineer","1965-01-05","9999-01-01","1994-01-03"
"Irene","Sethi","Senior Engineer","1965-01-21","9999-01-01","2000-08-12"
"Tsz","Daescu","Staff","1965-01-19","9999-01-01","1994-09-28"
"Uno","Solares","Staff","1965-01-29","9999-01-01","1994-09-22"
"Mayuri","Werthner","Staff","1965-01-13","9999-01-01","2001-02-20"
"Yongqiao","Cochrane","Senior Staff","1965-01-09","9999-01-01","1986-10-27"
"Jolita","Claffy","Senior Engineer","1965-01-26","9999-01-01","1993-12-24"
"Willard","Verspoor","Engineer","1965-01-06","9999-01-01","1999-02-28"
"Dekang","Tsunoo","Technique Leader","1965-01-15","9999-01-01","1995-01-19"
"Frazer","Candan","Senior Engineer","1965-01-15","9999-01-01","1999-03-05"
"Divier","Ishibashi","Senior Engineer","1965-02-01","9999-01-01","1989-09-22"
"Xiadong","McClurg","Staff","1965-01-11","9999-01-01","1985-09-17"
"Duri","Mitina","Senior Engineer","1965-01-08","9999-01-01","1990-03-04"
"Kazuhisa","Riesenhuber","Senior Engineer","1965-01-19","9999-01-01","1992-10-06"
"Gudjon","Kalorkoti","Engineer","1965-01-18","9999-01-01","1994-04-14"
"Ronnie","Denos","Engineer","1965-01-17","9999-01-01","1992-06-08"
"Koichi","Grabner","Senior Engineer","1965-01-06","9999-01-01","2000-04-05"
"Otmar","Brandsma","Engineer","1965-01-29","9999-01-01","1987-05-28"
"Martine","Cangellaris","Engineer","1965-01-08","9999-01-01","1992-04-28"
"Goncalo","Barbanera","Senior Staff","1965-01-08","9999-01-01","1996-09-01"
"Mitsuyuki","Jeansoulin","Senior Engineer","1965-01-15","9999-01-01","1999-10-28"
"Leen","Peak","Engineer","1965-01-03","9999-01-01","1999-11-20"
"Hsiangchu","Taubenfeld","Senior Staff","1965-01-26","9999-01-01","1993-04-17"
"Mototsugu","Prampolini","Senior Staff","1965-01-09","9999-01-01","1988-06-12"
"Remco","Duclos","Senior Staff","1965-01-05","9999-01-01","1988-04-18"
"Harjit","Ernst","Technique Leader","1965-01-02","9999-01-01","1992-04-26"
"Mohamadou","Grabner","Staff","1965-01-09","9999-01-01","1991-11-25"
"Marco","Jahnichen","Senior Staff","1965-01-24","9999-01-01","1995-03-28"
"Tadanori","Msuda","Engineer","1965-01-31","9999-01-01","1993-02-20"
"Wuxu","Kuhnemann","Engineer","1965-01-17","9999-01-01","1997-08-19"
"Bernd","Anick","Senior Engineer","1965-01-03","9999-01-01","1988-11-19"
"Elliott","Copas","Engineer","1965-01-22","9999-01-01","1994-09-13"
"Ipke","Schneeberger","Senior Engineer","1965-01-21","9999-01-01","1985-09-20"
"Chinho","Delgrande","Senior Staff","1965-01-06","9999-01-01","1996-11-07"
"Dayanand","Wielonsky","Staff","1965-01-28","9999-01-01","1999-02-28"
"Juyoung","Willoner","Senior Staff","1965-01-17","9999-01-01","1989-11-03"
"Juyoung","Peltason","Assistant Engineer","1965-01-03","9999-01-01","1998-09-01"
"Shigeo","Emmart","Assistant Engineer","1965-01-22","9999-01-01","1995-12-24"
"Conal","Shackell","Staff","1965-01-19","9999-01-01","1995-02-23"
"Mrinalini","Bierbaum","Senior Engineer","1965-01-21","9999-01-01","1986-03-12"
"Alain","Lieberherr","Engineer","1965-01-08","9999-01-01","1987-05-11"
"Nectarios","Itschner","Engineer","1965-01-29","9999-01-01","1990-03-02"
"Adamantios","Heemskerk","Senior Staff","1965-01-22","9999-01-01","1986-08-08"
"Kannan","Meriste","Senior Engineer","1965-01-15","9999-01-01","1992-08-12"
"Nathalie","Luke","Assistant Engineer","1965-01-28","9999-01-01","1987-09-16"
"Tokuyasu","Xiaoshan","Senior Engineer","1965-01-14","9999-01-01","1991-09-19"
"Gio","Orsini","Senior Staff","1965-01-02","9999-01-01","1988-12-07"
"Shooichi","Vandervoorde","Engineer","1965-01-03","9999-01-01","1996-08-16"
"Bouchung","Zaumen","Senior Staff","1965-01-03","9999-01-01","1999-01-29"
"Josyula","Motley","Senior Engineer","1965-01-03","9999-01-01","1996-03-26"
"Oscar","Oppitz","Senior Staff","1965-01-08","9999-01-01","2002-07-27"
"Arvin","Pusterhofer","Engineer","1965-01-08","9999-01-01","1995-03-02"
"Danel","Petereit","Engineer","1965-01-24","9999-01-01","1985-02-21"
"Kazuhiko","Gornas","Senior Engineer","1965-01-02","9999-01-01","1993-05-20"
"Kazuhide","Snedden","Senior Engineer","1965-01-27","9999-01-01","1996-06-14"
"Michaela","Otillio","Engineer","1965-01-11","9999-01-01","1994-01-05"
"Arunachalam","Magliocco","Senior Staff","1965-01-20","9999-01-01","1987-12-23"
"Ymte","Dalton","Staff","1965-02-01","9999-01-01","1992-11-22"
"Heon","Broomell","Staff","1965-01-15","9999-01-01","1998-05-06"
"Ung","Orlowski","Staff","1965-01-29","9999-01-01","1991-07-22"
"Susuma","Kitsuregawa","Engineer","1965-01-27","9999-01-01","1985-05-28"
"Mariangiola","Bolsens","Staff","1965-01-28","9999-01-01","1985-06-15"
"Mabhin","Eastman","Staff","1965-01-06","9999-01-01","1989-08-02"
"Frazer","Barbanera","Senior Staff","1965-01-19","9999-01-01","1986-11-04"
"Willard","Morrin","Senior Staff","1965-01-06","9999-01-01","1996-05-27"
"Raimond","Solovay","Staff","1965-01-04","9999-01-01","1997-10-03"
"Shawna","Krider","Senior Staff","1965-01-17","9999-01-01","1990-03-09"
"Khosrow","Erez","Staff","1965-01-29","9999-01-01","1990-02-11"
"Shigeaki","Butner","Senior Staff","1965-01-26","9999-01-01","1996-07-13"
"Garnik","Randt","Senior Staff","1965-01-14","9999-01-01","1989-12-23"
"Zhaofang","Falster","Senior Staff","1965-01-07","9999-01-01","1994-06-29"
"Mariangiola","Bashian","Engineer","1965-01-13","9999-01-01","1999-09-18"
"Renny","Bednarek","Senior Staff","1965-01-02","9999-01-01","1987-06-01"
"Shichao","Thiria","Senior Engineer","1965-01-03","9999-01-01","1989-01-11"
"Kenton","Miara","Engineer","1965-01-08","9999-01-01","2002-03-13"
"Jagoda","Uhrig","Engineer","1965-01-18","9999-01-01","1995-09-01"
"Takushi","Strehl","Senior Staff","1965-01-20","9999-01-01","1988-10-04"
"Uma","Stranks","Senior Staff","1965-01-08","9999-01-01","1991-09-13"
"Joydip","Krone","Engineer","1965-01-19","9999-01-01","1995-02-08"
"Tsutomu","Tetzlaff","Senior Staff","1965-01-31","9999-01-01","1987-09-24"
"Constantijn","Lichtman","Senior Staff","1965-01-27","9999-01-01","1994-06-26"
"Heping","Monarch","Senior Staff","1965-01-04","9999-01-01","1988-04-15"
"Mariusz","Tokunaga","Senior Engineer","1965-01-30","9999-01-01","1985-02-11"
"Seshu","Kolvik","Technique Leader","1965-01-01","9999-01-01","1988-12-09"
"Danco","Luff","Engineer","1965-01-14","9999-01-01","1997-10-30"
"Kagan","Dredge","Senior Engineer","1965-02-01","9999-01-01","1994-02-26"
"Changho","Veevers","Senior Staff","1965-01-10","9999-01-01","1997-03-03"
"Theron","Itschner","Senior Staff","1965-01-19","9999-01-01","1985-05-16"
"Jacqueline","Zallocco","Senior Staff","1965-01-24","9999-01-01","1987-12-17"
"Xuejun","Reeker","Staff","1965-01-19","9999-01-01","1988-11-18"
"Vasilis","Waleschkowski","Engineer","1965-01-11","9999-01-01","1996-05-26"
"Moni","Staudhammer","Engineer","1965-01-03","9999-01-01","1999-03-23"
"Alagu","Vieri","Staff","1965-01-18","9999-01-01","1986-08-23"
"Paddy","Zumaque","Senior Staff","1965-01-03","9999-01-01","1995-11-12"
"Yongdong","Jiang","Senior Staff","1965-01-18","9999-01-01","1995-01-31"
"Paris","Range","Senior Staff","1965-01-15","9999-01-01","1989-10-25"
"Guther","Conia","Engineer","1965-01-30","9999-01-01","1999-02-13"
"Jahangir","Kroft","Senior Staff","1965-01-19","9999-01-01","1990-06-11"
"Shahaf","Luce","Senior Staff","1965-01-16","9999-01-01","1999-04-06"
"Kaijung","Mateescu","Senior Staff","1965-01-10","9999-01-01","1987-11-18"
"Supot","Badache","Engineer","1965-01-17","9999-01-01","1996-08-17"
"Danco","Rajala","Senior Staff","1965-01-31","9999-01-01","1991-03-29"
"Zejun","Broomell","Engineer","1965-01-13","9999-01-01","1995-01-19"
"Karsten","Kawashima","Senior Engineer","1965-01-07","9999-01-01","1994-03-15"
"Huican","Lunn","Staff","1965-01-07","9999-01-01","1986-07-23"
"Gaurav","Fendler","Senior Staff","1965-01-21","9999-01-01","1992-02-15"
"Sandeepan","Kulisch","Engineer","1965-01-13","9999-01-01","1997-05-16"
"Gopalakrishnan","Mawatari","Staff","1965-01-25","9999-01-01","1997-12-07"
"Weijing","Viele","Engineer","1965-01-19","9999-01-01","1985-10-03"
"Utpal","Kemmerer","Senior Staff","1965-01-31","9999-01-01","1986-12-04"
"Mamdouh","Ramamoorthy","Senior Engineer","1965-01-13","9999-01-01","2000-01-13"
"Feiyu","Hemaspaandra","Staff","1965-01-20","9999-01-01","1995-06-04"
"Torsten","Ranta","Senior Engineer","1965-01-20","9999-01-01","1995-07-03"
"Jaques","Navazio","Staff","1965-01-25","9999-01-01","1989-04-04"
"Haldun","Compeau","Senior Staff","1965-01-21","9999-01-01","1997-10-15"
"Jaques","Gecsei","Staff","1965-01-18","9999-01-01","1999-07-13"
"Adil","Kieras","Senior Engineer","1965-01-02","9999-01-01","1992-07-20"
"Ronghao","Alpin","Senior Staff","1965-01-09","9999-01-01","1991-09-11"
"Jamaludin","Kalorkoti","Senior Staff","1965-01-12","9999-01-01","1998-09-06"
"Hatsukazu","Rosca","Staff","1965-01-11","9999-01-01","1993-08-02"
"Ghassan","Androutsos","Senior Staff","1965-01-21","9999-01-01","1987-12-26"
"Theron","Billawala","Senior Engineer","1965-01-23","9999-01-01","1989-02-17"
"Hugh","Senzako","Technique Leader","1965-01-27","9999-01-01","1992-10-15"
"Kazuyasu","Schmiedel","Senior Staff","1965-01-09","9999-01-01","1985-09-07"
"Mona","Luck","Senior Staff","1965-01-29","9999-01-01","1989-05-11"
"Alassane","Wolniewicz","Senior Engineer","1965-01-28","9999-01-01","1993-11-09"
"Seshu","Hiraishi","Senior Staff","1965-01-08","9999-01-01","1994-08-10"
"Limsoon","Roohalamini","Senior Staff","1965-01-06","9999-01-01","1986-11-26"
"Subhada","Emmerich","Engineer","1965-01-09","9999-01-01","1996-03-06"
"Yongqiao","Francisci","Engineer","1965-01-06","9999-01-01","1999-12-01"
"Bartek","Vendrig","Staff","1965-01-25","9999-01-01","1992-06-06"
"Fumiya","Chappelet","Assistant Engineer","1965-01-03","9999-01-01","1992-09-03"
"Ung","Honglei","Senior Staff","1965-01-06","9999-01-01","1986-09-02"
"Ranan","Marsiglia","Staff","1965-01-30","9999-01-01","1999-08-13"
"Renny","Gladwell","Staff","1965-01-26","9999-01-01","1999-02-27"
"Erzsebet","Setiz","Engineer","1965-01-22","9999-01-01","1993-06-10"
"Xiong","Roisin","Engineer","1965-01-07","9999-01-01","1988-03-01"
"Janalee","Lanzelotte","Senior Staff","1965-01-19","9999-01-01","1997-12-01"
"Kersti","Marsiglia","Engineer","1965-01-17","9999-01-01","1994-02-19"
"Khalil","Gien","Senior Engineer","1965-01-06","9999-01-01","1991-08-06"
"Masamitsu","Back","Staff","1965-01-06","9999-01-01","1993-04-12"
"Visit","Thiran","Engineer","1965-01-31","9999-01-01","1986-11-14"
"Hideo","Varman","Engineer","1965-01-21","9999-01-01","1997-06-19"
"Poorav","Ranst","Senior Engineer","1965-01-05","9999-01-01","1996-06-01"
"Adamantios","Matzat","Senior Staff","1965-01-11","9999-01-01","1987-03-01"
"Arfst","Uehara","Senior Staff","1965-01-24","9999-01-01","1994-07-10"
"Alair","Straney","Senior Staff","1965-01-06","9999-01-01","1986-11-15"
"Kwangjo","Hiltgen","Engineer","1965-01-20","9999-01-01","1998-12-22"
"Arve","Bergere","Engineer","1965-01-30","9999-01-01","1987-07-28"
"Nitsan","Nollmann","Engineer","1965-01-19","9999-01-01","1993-09-29"
"Takahiro","Maquelin","Engineer","1965-01-21","9999-01-01","1997-07-21"
"Flemming","Driscoll","Senior Engineer","1965-01-02","9999-01-01","1994-05-28"
"Toshiko","Ibel","Senior Engineer","1965-01-16","9999-01-01","1996-11-23"
"Qunsheng","Birrer","Senior Staff","1965-01-25","9999-01-01","1986-05-13"
"Bojan","Montresor","Staff","1965-01-02","9999-01-01","1995-02-04"
"Tomofumi","Serna","Staff","1965-01-16","9999-01-01","1999-10-23"
"Make","Olivero","Engineer","1965-02-01","9999-01-01","1991-06-01"
"Keiichiro","Miyakawa","Senior Staff","1965-01-06","9999-01-01","1993-09-12"
"Takushi","Skogmar","Staff","1965-01-11","9999-01-01","1985-06-07"
"Sahrah","Rosis","Engineer","1965-01-15","9999-01-01","1994-06-24"
"Brigham","Borstler","Staff","1965-01-10","9999-01-01","1995-10-09"
"Moie","Lieblein","Staff","1965-01-16","9999-01-01","1996-07-12"
"Kazuhide","Fiutem","Staff","1965-01-16","9999-01-01","1992-05-10"
"Feixiong","Schurmann","Staff","1965-01-04","9999-01-01","1987-02-15"
"Berthier","Pramanik","Senior Staff","1965-01-21","9999-01-01","1993-01-23"
"Conal","Basart","Senior Staff","1965-01-16","9999-01-01","1991-05-17"
"Genta","Pepe","Senior Staff","1965-01-29","9999-01-01","1994-04-12"
"Dietrich","Kranzdorf","Senior Staff","1965-01-29","9999-01-01","1992-10-04"
"Olivera","Bharadwaj","Staff","1965-01-09","9999-01-01","1992-04-01"
"Hercules","Speer","Senior Engineer","1965-01-07","9999-01-01","1994-03-07"
"Subir","Greibach","Senior Engineer","1965-01-08","9999-01-01","1992-05-24"
"Ohad","Henders","Senior Staff","1965-01-24","9999-01-01","1990-11-03"
"Wojceich","Limongiello","Senior Staff","1965-01-30","9999-01-01","1988-03-10"
"Feixiong","Haraldson","Staff","1965-01-13","9999-01-01","1998-10-11"
"Dines","DeMori","Senior Staff","1965-01-17","9999-01-01","1987-12-07"
"Kazuhide","Biran","Senior Staff","1965-02-01","9999-01-01","1995-01-25"
"Sumant","Thambidurai","Senior Staff","1965-01-21","9999-01-01","1996-08-24"
"Erez","Luft","Staff","1965-01-17","9999-01-01","1994-12-14"
"Kerhong","Lorho","Staff","1965-01-07","9999-01-01","2001-03-17"
"Lena","Giaccio","Senior Staff","1965-01-01","9999-01-01","2001-10-03"
"Rasikan","Barreiro","Senior Staff","1965-01-19","9999-01-01","1991-09-27"
"Lidong","Swist","Engineer","1965-01-30","9999-01-01","1999-09-16"
"Mari","Plessier","Senior Engineer","1965-01-28","9999-01-01","1997-07-04"
"Kousuke","Levasseur","Senior Staff","1965-01-03","9999-01-01","1990-03-16"
"Gunilla","Kisuki","Senior Staff","1965-01-30","9999-01-01","1994-08-14"
"Douadi","Sullins","Senior Staff","1965-01-10","9999-01-01","1999-09-25"
"Sandeepan","Rosti","Senior Engineer","1965-01-03","9999-01-01","1991-11-26"
"Tzvetan","Scharstein","Staff","1965-01-16","9999-01-01","1994-06-16"
"Snehasis","Kalsbeek","Senior Staff","1965-01-14","9999-01-01","1988-01-06"
"Filipp","Hasham","Senior Staff","1965-01-01","9999-01-01","1996-10-14"
"Fabrizio","Usery","Staff","1965-01-18","9999-01-01","1992-10-13"
"Miquel","Legleitner","Staff","1965-01-18","9999-01-01","1985-06-28"
"Chinho","Collette","Senior Engineer","1965-01-10","9999-01-01","1995-10-09"
"Leszek","Marchegay","Engineer","1965-01-03","9999-01-01","1999-06-13"
"Claudi","Heijenga","Senior Staff","1965-01-12","9999-01-01","1988-08-30"
"Ravishankar","Baig","Senior Staff","1965-01-03","9999-01-01","1992-03-17"
"Martijn","DiGiano","Senior Engineer","1965-01-15","9999-01-01","1990-06-15"
"Zengping","Cusworth","Senior Engineer","1965-01-05","9999-01-01","1991-06-07"
"Navid","Luke","Engineer","1965-01-08","9999-01-01","1994-10-17"
"Mona","Hebden","Engineer","1965-01-04","9999-01-01","1995-10-20"
"Siddarth","Masada","Staff","1965-01-06","9999-01-01","1997-08-11"
"Aksel","Gire","Engineer","1965-01-07","9999-01-01","1999-06-27"
"Christfried","Atrawala","Senior Staff","1965-01-14","9999-01-01","1998-11-29"
"Marke","Klerer","Senior Staff","1965-01-23","9999-01-01","1990-04-14"
"Shaw","Kading","Staff","1965-01-08","9999-01-01","1992-07-16"
"Vatsa","Ramsay","Senior Staff","1965-01-20","9999-01-01","2000-06-16"
"Heping","Skrikant","Staff","1965-01-15","9999-01-01","1990-11-27"
"Kousuke","Worfolk","Senior Staff","1965-01-28","9999-01-01","1988-03-22"
"Irena","Cesareni","Senior Staff","1965-01-27","9999-01-01","1985-10-30"
"Prasadram","Bultermann","Senior Engineer","1965-01-13","9999-01-01","1998-10-25"
"Udi","Rullman","Senior Engineer","1965-01-03","9999-01-01","1994-04-09"
"Berna","Schonegge","Staff","1965-01-18","9999-01-01","1998-06-28"
"Eldridge","Kawashima","Engineer","1965-01-28","9999-01-01","1990-02-27"
"Heping","Peac","Senior Staff","1965-01-09","9999-01-01","1985-03-20"
"Oscar","Baumann","Senior Engineer","1965-01-01","9999-01-01","1987-01-22"
"Van","Nations","Technique Leader","1965-01-25","9999-01-01","1986-08-11"
"Gaurav","Roison","Staff","1965-01-31","9999-01-01","1991-07-12"
"Masako","Dechter","Technique Leader","1965-01-11","9999-01-01","1985-09-25"
"Ebru","Valtorta","Engineer","1965-01-23","9999-01-01","1992-12-09"
"Fay","Cochrane","Staff","1965-01-11","9999-01-01","1999-12-13"
"Hercules","Kabayashi","Senior Engineer","1965-01-22","9999-01-01","1991-06-10"
"DAIDA","Nooteboom","Engineer","1965-01-16","9999-01-01","1985-11-24"
"Takahiro","Dalton","Technique Leader","1965-01-22","9999-01-01","1992-09-30"
"Aram","Passino","Senior Engineer","1965-01-29","9999-01-01","1995-01-28"
"Dannz","Miara","Engineer","1965-01-17","9999-01-01","1992-12-04"
"Gennady","Rouquie","Senior Staff","1965-01-31","9999-01-01","1989-08-24"
"Aleksander","Schaaf","Senior Staff","1965-01-22","9999-01-01","2000-01-10"
"Kirk","Zongker","Staff","1965-01-07","9999-01-01","1999-12-10"
"Stabislas","Kakkad","Senior Staff","1965-01-22","9999-01-01","1989-02-19"
"Paris","Restivo","Engineer","1965-01-15","9999-01-01","1986-11-21"
"Make","Heuser","Engineer","1965-01-13","9999-01-01","1988-07-02"
"Martijn","Jeong","Senior Staff","1965-01-11","9999-01-01","1990-12-14"
"Kamakshi","Hebert","Senior Engineer","1965-01-05","9999-01-01","1997-01-17"
"Shiv","Baezner","Senior Engineer","1965-01-25","9999-01-01","1990-12-17"
"Shiv","Vilarrasa","Engineer","1965-01-05","9999-01-01","1990-08-01"
"Mong","Dichev","Technique Leader","1965-01-18","9999-01-01","1997-10-11"
"Mart","Talmor","Staff","1965-01-16","9999-01-01","1999-05-11"
"Chiradeep","Arlazarov","Engineer","1965-01-23","9999-01-01","1989-10-06"
"Haldun","Syang","Staff","1965-01-12","9999-01-01","1997-02-11"
"Jahangir","Bernatsky","Senior Staff","1965-01-30","9999-01-01","1995-09-30"
"Fumitaka","Quittner","Staff","1965-01-27","9999-01-01","1988-04-20"
"Hinrich","Perin","Senior Engineer","1965-02-01","9999-01-01","1985-11-20"
"Selwyn","Henseler","Senior Engineer","1965-01-11","9999-01-01","1993-03-09"
"Udo","Waymire","Technique Leader","1965-01-31","9999-01-01","1986-06-14"
"Gill","Orlowska","Technique Leader","1965-01-08","9999-01-01","1986-12-25"
"Saeed","Bahl","Senior Staff","1965-01-21","9999-01-01","1991-01-29"
"DAIDA","Frolund","Engineer","1965-01-10","9999-01-01","1987-07-17"
"Sedat","Rande","Senior Staff","1965-01-03","9999-01-01","1995-03-25"
"Chanjung","Raoux","Senior Engineer","1965-01-23","9999-01-01","1992-05-25"
"Yuriy","Ponthieu","Staff","1965-01-18","9999-01-01","1991-12-11"
"Jaihie","Ozeri","Staff","1965-01-15","9999-01-01","1991-06-21"
"Jacopo","Krohm","Engineer","1965-01-02","9999-01-01","1991-04-24"
"Bedrich","Isard","Senior Staff","1965-01-25","9999-01-01","1986-06-07"
"Radhika","Bonifati","Senior Staff","1965-01-15","9999-01-01","1995-03-11"
"Subir","Miake","Engineer","1965-01-15","9999-01-01","1999-01-09"
"Arra","Esposito","Staff","1965-01-22","9999-01-01","1994-11-03"
"Taiji","Berstel","Senior Engineer","1965-01-14","9999-01-01","1996-12-02"
"Shigeichiro","Brattka","Senior Staff","1965-01-07","9999-01-01","1996-07-13"
"Fei","Gadepally","Assistant Engineer","1965-01-05","9999-01-01","1988-11-13"
"Gou","Thombley","Senior Engineer","1965-01-17","9999-01-01","1990-11-07"
"Alair","Nanard","Staff","1965-01-03","9999-01-01","1996-02-10"
"Lobel","Aloia","Senior Staff","1965-01-29","9999-01-01","1994-12-29"
"Aran","Rosenbaum","Senior Staff","1965-01-06","9999-01-01","1991-04-25"
"Gao","Lally","Staff","1965-01-03","9999-01-01","1996-03-01"
"Berni","Takkinen","Senior Staff","1965-01-07","9999-01-01","1992-06-08"
"Chinya","Leslie","Engineer","1965-01-24","9999-01-01","1995-10-28"
"Arne","Kohling","Senior Engineer","1965-01-15","9999-01-01","1985-12-13"
"Ewing","Rajala","Staff","1965-01-13","9999-01-01","1996-06-21"
"Fai","Keirsey","Senior Engineer","1965-01-11","9999-01-01","1994-10-12"
"Stein","Perng","Senior Staff","1965-01-23","9999-01-01","1993-04-29"
"Mohammed","Georg","Engineer","1965-01-24","9999-01-01","1998-08-03"
"Gina","Ossenbruggen","Technique Leader","1965-01-06","9999-01-01","1998-01-03"
"Nechama","Ermel","Engineer","1965-01-24","9999-01-01","1995-06-05"
"Xiaoqiu","Pietracaprina","Senior Engineer","1965-01-22","9999-01-01","1994-07-09"
"Kamakshi","Schusler","Senior Engineer","1965-01-02","9999-01-01","1995-05-25"
"Mohan","Picht","Engineer","1965-01-01","9999-01-01","1991-02-24"
"Soenke","Zaumen","Staff","1965-01-14","9999-01-01","1992-02-22"
"Luisa","Baig","Engineer","1965-01-09","9999-01-01","1996-07-12"
"Qiwen","Kriebel","Senior Staff","1965-01-08","9999-01-01","1987-12-13"
"Giao","DuCasse","Engineer","1965-01-28","9999-01-01","1991-07-19"
"Peer","Angelopoulos","Senior Engineer","1965-01-01","9999-01-01","1989-07-23"
"Tetsurou","Schreiter","Staff","1965-01-24","9999-01-01","1987-07-17"
"Shounak","Dratva","Senior Engineer","1965-01-07","9999-01-01","1989-01-05"
"Gay","Plavsic","Senior Staff","1965-01-25","9999-01-01","1987-08-06"
"Jinpo","Heyers","Staff","1965-01-20","9999-01-01","1999-01-07"
"Sorina","Lakshmanan","Staff","1965-01-15","9999-01-01","1994-09-03"
"Xumin","Beidas","Technique Leader","1965-01-31","9999-01-01","1995-04-27"
"Xudong","Peck","Senior Engineer","1965-01-13","9999-01-01","1988-04-18"
"Berna","Ranst","Engineer","1965-01-24","9999-01-01","1985-05-14"
"Indrajit","Krogh","Engineer","1965-01-09","9999-01-01","1998-09-18"
"Florian","Siepmann","Senior Engineer","1965-01-15","9999-01-01","1987-12-21"
"Foong","Gargeya","Senior Engineer","1965-01-28","9999-01-01","1992-01-24"
"Jackson","Zielinski","Senior Engineer","1965-02-01","9999-01-01","1997-09-12"
"Arch","Picco","Senior Staff","1965-01-14","9999-01-01","1997-10-22"
"Florian","Tramer","Engineer","1965-01-23","9999-01-01","1999-11-07"
"Thanasis","Standera","Staff","1965-01-11","9999-01-01","1985-03-20"
"George","Atchley","Staff","1965-01-28","9999-01-01","1997-07-02"
"Mabhin","Foote","Engineer","1965-01-06","9999-01-01","1999-04-23"
"Shahaf","Kitai","Senior Staff","1965-01-13","9999-01-01","1986-12-26"
"Ramya","Azadmanesh","Engineer","1965-01-17","9999-01-01","1988-11-19"
"Val","Rissanen","Engineer","1965-01-19","9999-01-01","1993-11-20"
"Pramod","Wendorf","Engineer","1965-01-21","9999-01-01","1998-12-25"
"Mohit","Verhaegen","Senior Staff","1965-01-14","9999-01-01","1992-05-27"
"Hirochika","Goldhammer","Engineer","1965-02-01","9999-01-01","1998-03-12"
"Adly","Hambrick","Staff","1965-01-16","9999-01-01","1997-07-25"
"Munehiko","Gihr","Senior Staff","1965-01-16","9999-01-01","1989-12-06"
"Yoshinari","Lanteri","Engineer","1965-01-07","9999-01-01","1996-12-25"
"Remzi","Mitzlaff","Senior Staff","1965-01-22","9999-01-01","1986-04-06"
"Shietung","Gelosh","Engineer","1965-01-18","9999-01-01","2001-04-01"
"Mrinalini","Mawatari","Staff","1965-01-10","9999-01-01","1996-01-03"
"Sumali","Cooman","Senior Staff","1965-01-03","9999-01-01","1993-04-18"
"Paloma","Gerlach","Senior Engineer","1965-01-12","9999-01-01","1988-07-26"
"Somnath","Cummings","Senior Staff","1965-01-05","9999-01-01","1994-07-10"
"Itzchak","Penn","Staff","1965-01-06","9999-01-01","1999-01-21"
"Jinxi","Schmiedel","Staff","1965-01-15","9999-01-01","1990-09-21"
"Ramya","Rossi","Senior Engineer","1965-01-09","9999-01-01","2001-09-02"
"Jaber","Sethi","Technique Leader","1965-01-11","9999-01-01","2000-06-11"
"Alenka","Barriga","Senior Staff","1965-01-28","9999-01-01","1988-05-06"
"Huiqun","Henders","Senior Staff","1965-01-20","9999-01-01","1993-05-19"
"Abdelghani","Nyrup","Staff","1965-01-22","9999-01-01","1986-08-02"
"Stafford","Gist","Senior Engineer","1965-01-29","9999-01-01","1988-05-07"
"Tokuyasu","Ghelli","Engineer","1965-01-19","9999-01-01","1985-05-05"
"Vidar","Gunderson","Senior Staff","1965-01-18","9999-01-01","1996-03-18"
"Shahid","Varman","Staff","1965-01-30","9999-01-01","1985-08-27"
"Mrinalini","Gire","Staff","1965-01-05","9999-01-01","1992-11-09"
"Lakshmi","Frijda","Engineer","1965-01-06","9999-01-01","1990-04-21"
"Kwan","Kampfer","Staff","1965-01-01","9999-01-01","1998-10-16"
"Herb","Picht","Assistant Engineer","1965-01-12","9999-01-01","1985-05-31"
"Temple","Danlos","Senior Staff","1965-01-31","9999-01-01","1994-06-13"
"Hiroyasu","Strandh","Staff","1965-01-05","9999-01-01","1989-06-05"
"Bezalel","Verhoeff","Senior Engineer","1965-01-26","9999-01-01","1988-03-22"
"Yechezkel","Nourani","Senior Staff","1965-01-23","9999-01-01","1991-08-01"
"Boalin","Birsak","Senior Staff","1965-01-26","9999-01-01","1995-10-16"
